"Gene.ID","chromosome_name","start_position","end_position","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000005884","chr17",50055968,50090481,"ENSG00000005884",3338.64943644129,0.558497962919169,0.119989663096947,4.65455063798223,3.24688036472162e-06,2.77183192138735e-05,"ITGA3"
"ENSG00000005889","chrX",24149173,24216255,"ENSG00000005889",1487.82480051899,-0.0785218070311614,0.0902200979191129,-0.870336087437639,0.384116763018897,0.54112702802214,"ZFX"
"ENSG00000005893","chrX",120426148,120469365,"ENSG00000005893",3482.3586829696,0.103258546025328,0.107206231008477,0.963176720737083,0.335458845450082,0.491090277808999,"LAMP2"
"ENSG00000006007","chr16",19501693,19522123,"ENSG00000006007",694.005474061514,-0.151199013632158,0.13918262217175,-1.08633542947323,0.277330617636642,0.42831605607803,"GDE1"
"ENSG00000006015","chr19",18588685,18592337,"ENSG00000006015",77.9287528540751,-0.14389637024824,0.335219826582635,-0.429259724029979,0.667734223734272,0.784301413122395,"REX1BD"
"ENSG00000006016","chr19",18572220,18607741,"ENSG00000006016",6.22703780152964,-0.619037942578063,1.02066449555897,-0.606504826288725,0.544179578466089,0.688025727353113,"CRLF1"
"ENSG00000006025","chr17",47807372,47821803,"ENSG00000006025",8.11695138297368,-0.951108562900206,0.809477538645786,-1.17496597186793,0.240008329866912,0.384911318136902,"OSBPL7"
"ENSG00000006042","chr17",32927910,32945106,"ENSG00000006042",693.143049908493,-1.66418159728627,0.201305479871026,-8.2669463263121,1.37433797941124e-16,5.23230102161567e-15,"TMEM98"
"ENSG00000006047","chr17",7288263,7294639,"ENSG00000006047",4.20882372703115,-5.87836827929694,2.64184442208914,-2.22510009679086,0.0260745192607465,NA,"YBX2"
"ENSG00000006062","chr17",45263119,45317029,"ENSG00000006062",656.586445991333,0.510220050663185,0.232380695690103,2.19562149578725,0.0281190463582847,0.0743553471324875,"MAP3K14"
"ENSG00000006118","chr11",60924460,60937159,"ENSG00000006118",528.517536450897,0.558612789188566,0.215370607493284,2.59372806572961,0.00949415469943689,0.030396668179785,"TMEM132A"
"ENSG00000006125","chr17",35578046,35726413,"ENSG00000006125",4330.94043111114,-0.0722131624142541,0.0776415595063093,-0.930083873552102,0.352327659722158,0.509277771552168,"AP2B1"
"ENSG00000006194","chr16",3283283,3301401,"ENSG00000006194",31.7212964834303,-0.381584509167197,0.57779705886604,-0.660412688697444,0.508989031683426,0.6581264148726,"ZNF263"
"ENSG00000006282","chr17",50543058,50555852,"ENSG00000006282",328.143157665241,-0.637421741936521,0.22180886217008,-2.873743346863,0.00405638449490594,0.0148891105130564,"SPATA20"
"ENSG00000006327","chr16",3018445,3022383,"ENSG00000006327",3811.42353204415,0.828891568768971,0.412909130107086,2.00744306272424,0.0447025074717026,0.106161960305231,"TNFRSF12A"
"ENSG00000006377","chr7",97005553,97011040,"ENSG00000006377",124.676756906779,-1.06607510935733,0.236572268144382,-4.50634014594939,6.59553304946439e-06,5.24414342157553e-05,"DLX6"
"ENSG00000006432","chr14",70722526,70809534,"ENSG00000006432",253.738521121008,-1.42803443008266,0.225738455200233,-6.32605742258658,2.51504255628403e-10,4.50100827700524e-09,"MAP3K9"
"ENSG00000006451","chr7",39623565,39708120,"ENSG00000006451",72.631625077939,0.510000856917429,0.308663956865909,1.65228510026192,0.0984764452465765,0.195948304524225,"RALA"
"ENSG00000006453","chr7",98291650,98401090,"ENSG00000006453",532.01758577927,0.0779123000805598,0.17773865971849,0.438353142776933,0.661130307930203,0.779530466634546,"BAIAP2L1"
"ENSG00000006459","chr7",140084746,140176983,"ENSG00000006459",224.967759226509,-0.333509957413239,0.219659537224818,-1.51830401550876,0.128937775870617,0.241219739107233,"KDM7A"
"ENSG00000006468","chr7",13891229,13991425,"ENSG00000006468",340.720502656112,0.101301114674478,0.169148728440474,0.598887828530897,0.549247688498946,0.691651506246387,"ETV1"
"ENSG00000006530","chr7",141551278,141655244,"ENSG00000006530",9.00795291198403,-0.0394118329484205,0.895398889333898,-0.0440159502294442,0.964891689744783,0.980427612349916,"AGK"
"ENSG00000006534","chr11",68008578,68029282,"ENSG00000006534",13.1020895480533,1.32582879572632,0.74773835403402,1.77311861638971,0.0762090537990595,0.160193208251487,"ALDH3B1"
"ENSG00000006576","chr7",77798773,77957503,"ENSG00000006576",890.789316312161,-0.246730082318115,0.118856920047355,-2.07585794937151,0.0379070908704993,0.0938983687576178,"PHTF2"
"ENSG00000006606","chr7",75769533,75789896,"ENSG00000006606",34.0934230947674,0.794057715749409,0.585782998003446,1.35554927072967,0.175242621860124,0.306112753118161,"CCL26"
"ENSG00000006607","chr2",241356285,241494841,"ENSG00000006607",9.60876762436516,0.464647831566104,0.856270139024392,0.542641638882222,0.587376564013791,0.723558299793941,"FARP2"
"ENSG00000006625","chr7",30496621,30504841,"ENSG00000006625",1386.23603110237,0.539590148991858,0.124195035630731,4.34469982033922,1.39466242740359e-05,0.000101829462165221,"GGCT"
"ENSG00000006634","chr7",87876216,87909553,"ENSG00000006634",783.459002400166,-0.621786739208341,0.142211072567098,-4.37228077943769,1.22955253878843e-05,9.11862345614478e-05,"DBF4"
"ENSG00000006638","chr19",3594507,3606875,"ENSG00000006638",56.7821149081861,1.32652616528874,0.439753323939487,3.01652333950584,0.00255691532915884,0.0100756107425774,"TBXA2R"
"ENSG00000006652","chr7",112422887,112481017,"ENSG00000006652",124.662238045612,-0.803209029246704,0.276890055106513,-2.90082295999301,0.00372184089164923,0.0138807567662695,"IFRD1"
"ENSG00000006695","chr17",14069490,14231736,"ENSG00000006695",1607.68800049043,-0.535646020988025,0.112755147093103,-4.7505238988845,2.02890313055916e-06,1.8124084983444e-05,"COX10"
"ENSG00000006704","chr7",74453790,74602605,"ENSG00000006704",402.558759443314,0.192614622700262,0.211820039689975,0.909331444664903,0.363175197126067,0.519879090610753,"GTF2IRD1"
"ENSG00000006712","chr19",39385629,39391154,"ENSG00000006712",2267.78896676804,-0.692461939361356,0.103073454297968,-6.71814041818729,1.84058285742745e-11,3.93095910264861e-10,"PAF1"
"ENSG00000006715","chr7",38722974,38932394,"ENSG00000006715",530.156987366065,0.456445790865832,0.161609614714267,2.82437274337204,0.00473732562233818,0.0170307550745583,"VPS41"
"ENSG00000006740","chr17",12789498,12991643,"ENSG00000006740",249.557337988022,-0.0757144256317465,0.168818942725932,-0.448494845478711,0.653796105370655,0.773413727273846,"ARHGAP44"
"ENSG00000006744","chr17",12991612,13018065,"ENSG00000006744",2211.35337389312,-0.281292117040072,0.141001622268865,-1.9949566005964,0.0460476134601547,0.108599017585232,"ELAC2"
"ENSG00000006747","chr7",12570577,12660182,"ENSG00000006747",2.01107522868583,2.34719655202487,1.97236773827265,1.19004002472708,0.23403066106219,NA,"SCIN"
"ENSG00000006756","chrX",2903972,2929349,"ENSG00000006756",12.2108303000563,0.558742895787536,0.681793707176879,0.819518998057546,0.412490367328767,0.569129928315515,"ARSD"
"ENSG00000006757","chrX",7898247,7927739,"ENSG00000006757",36.5589631930784,3.38063144559076,0.553433851858584,6.10846523796415,1.00593763211786e-09,1.62260387264906e-08,"PNPLA4"
"ENSG00000006831","chr12",1688574,1788674,"ENSG00000006831",758.70684420669,0.368264496424723,0.129900311785707,2.8349777715102,0.00458288742921327,0.0165353965938182,"ADIPOR2"
"ENSG00000007038","chr16",2817180,2826304,"ENSG00000007038",230.622957986776,-2.0154019247442,0.194811533479221,-10.3453932564992,4.39109759698632e-25,3.49548476892567e-23,"PRSS21"
"ENSG00000007047","chr19",45079288,45305284,"ENSG00000007047",412.51144192909,0.310727070911521,0.165887618923869,1.87311791517198,0.0610521039855875,0.134490160423956,"MARK4"
"ENSG00000007080","chr19",17933015,17943991,"ENSG00000007080",3324.28516810484,0.376217656308164,0.455506090939792,0.825933316351399,0.408841920125006,0.565691246753966,"CCDC124"
"ENSG00000007168","chr17",2593183,2685615,"ENSG00000007168",1290.99994778029,-0.229824053690295,0.119926868820086,-1.91636833306368,0.055318228616285,0.124819835193638,"PAFAH1B1"
"ENSG00000007202","chr17",28614446,28645454,"ENSG00000007202",1299.04807094489,0.152966024117511,0.108002601795685,1.41631795507006,0.156682433186164,0.281349047667962,"KIAA0100"
"ENSG00000007255","chr19",45162928,45178237,"ENSG00000007255",13.0356480731874,-0.0783827201105827,0.689986583255759,-0.113600353996345,0.909554606720394,0.947265424156251,"TRAPPC6A"
"ENSG00000007264","chr19",3777970,3802129,"ENSG00000007264",2.09340816481142,-0.648476738237609,2.05462592297314,-0.315617909317154,0.752292542367342,NA,"MATK"
"ENSG00000007341","chr1",112523514,112620825,"ENSG00000007341",7.58672803753876,1.40502524938177,0.907231059382749,1.54869615061207,0.121454779680697,0.230339440610406,"ST7L"
"ENSG00000007376","chr16",784974,788397,"ENSG00000007376",57.5927155690807,0.786212172402144,0.44907933721784,1.75071998919596,0.079994154499108,0.166124561857511,"RPUSD1"
"ENSG00000007384","chr16",58059,76355,"ENSG00000007384",89.5977659108748,0.306975611142018,0.291971751194522,1.05138805341994,0.293080400405284,0.446874705045818,"RHBDF1"
"ENSG00000007392","chr16",188969,229463,"ENSG00000007392",1228.06093502411,-0.710073456830315,0.0980122842628813,-7.24473939333776,4.3327148964477e-13,1.11118727856804e-11,"LUC7L"
"ENSG00000007402","chr3",50362613,50504244,"ENSG00000007402",2.48543580982543,-5.08455868679562,2.77816343737369,-1.83018702873804,0.0672219767454731,NA,"CACNA2D2"
"ENSG00000007520","chr16",1349240,1351878,"ENSG00000007520",1145.18430839588,0.108621261315563,0.248391407361859,0.43729878770453,0.66189467442181,0.779833427557614,"TSR3"
"ENSG00000007541","chr16",566995,584109,"ENSG00000007541",379.763742316258,0.0128111776283637,0.171474352097679,0.0747119173896397,0.940443925470663,0.965084721441894,"PIGQ"
"ENSG00000007866","chr6",35473597,35497079,"ENSG00000007866",949.212503349304,0.483724459807783,0.0924158487349344,5.23421541250131,1.65687134501938e-07,1.82658145850653e-06,"TEAD3"
"ENSG00000007923","chr1",6634168,6701924,"ENSG00000007923",2713.16472676962,0.239296350770491,0.119109813170171,2.0090397625644,0.04453291703031,0.105882278874044,"DNAJC11"
"ENSG00000007944","chr6",16129086,16151367,"ENSG00000007944",49.4575885996772,-0.750440889558449,0.394297013014357,-1.9032375716504,0.057009552667247,0.127626481174021,"MYLIP"
"ENSG00000007968","chr1",23506438,23531233,"ENSG00000007968",254.308910608077,0.138731155125507,0.205737428492135,0.674311699831568,0.500113167263773,0.650559405482178,"E2F2"
"ENSG00000008018","chr6",170535120,170553307,"ENSG00000008018",2907.40409399346,-0.403279711845981,0.0873874222518769,-4.61484846965284,3.93382223038966e-06,3.29566422344989e-05,"PSMB1"
"ENSG00000008083","chr6",15246069,15522042,"ENSG00000008083",243.004055568176,-0.619700847488027,0.194055691213889,-3.19341753705636,0.00140599488239324,0.00608834025547819,"JARID2"
"ENSG00000008130","chr1",1751232,1780457,"ENSG00000008130",5.84708310257368,4.59683273266137,1.54619020531331,2.9730059839112,0.00294898702052073,0.0114114999635617,"NADK"
"ENSG00000008196","chr6",50818723,50847619,"ENSG00000008196",27.1511637262286,5.05223383085457,0.855756647073885,5.90382072769149,3.55178113750023e-09,5.19853286127568e-08,"TFAP2B"
"ENSG00000008256","chr7",6161779,6272644,"ENSG00000008256",415.070644198102,0.775785197081203,0.150015251447004,5.17137550747808,2.3237706433911e-07,2.512090327807e-06,"CYTH3"
"ENSG00000008277","chr7",87934143,88202889,"ENSG00000008277",40.1011758192682,0.0155900263800732,0.423260141002774,0.0368332022550902,0.970618000431215,0.982885021252789,"ADAM22"
"ENSG00000008282","chr7",106090505,106112589,"ENSG00000008282",1404.17201323245,0.0906290164489442,0.103494847176034,0.875686267692089,0.381200612712104,0.538317971574437,"SYPL1"
"ENSG00000008283","chr17",63432304,63446354,"ENSG00000008283",274.897247799841,0.295157264674639,0.273925415500324,1.0775095992299,0.281252664648231,0.432769727114681,"CYB561"
"ENSG00000008294","chr17",50962174,51120868,"ENSG00000008294",1808.82363719362,-0.0744771029393509,0.0953482470481817,-0.781106158162676,0.434740060285193,0.588892640777479,"SPAG9"
"ENSG00000008300","chr3",48636463,48662886,"ENSG00000008300",14.5461636651848,0.151735001021024,0.673333909368466,0.225348818631961,0.821707924400209,0.892758217552405,"CELSR3"
"ENSG00000008311","chr7",122064583,122144308,"ENSG00000008311",38.3760464631047,0.539725867716642,0.403897006191079,1.3362957869049,0.181452613046763,0.314051375133076,"AASS"
